Date,Year,Month,Season,Origin,Destination,Flight_Type,Flight_ID,Aircraft_Type,Shipment_Count,Cargo_Weight_KG,Cargo_Volume_CBM,ULD_Count,ULD_Type,Pallet_Count,Nature_of_Goods,Cargo_Mix_Complexity,Manpower_Assigned,Forklift_Count,Equipment_Availability,Shift,Weather_Condition,Build_Up_Time_Minutes
2025-10-06,2025,10,Regular,JED,KWI,International,SV8995,A330-300,472,2483.4,22.82,6,AKE,3,E-commerce,High,11,1,Medium,Morning,Fog,281.3
2025-10-06,2025,10,Regular,JED,RUH,Domestic,EK4067,A320,127,1743.5,6.41,4,AKE,2,Valuable Cargo,Medium,4,1,High,Night,Fog,148.6
2025-10-06,2025,10,Regular,JED,CAN,International,QR4362,B777F,377,16235.6,73.96,10,PLA,3,Seafood,High,12,5,Medium,Night,Clear,291.6
2025-10-06,2025,10,Regular,JED,BOM,International,TK760,B787-9,287,11839.4,50.44,7,PMC,2,General Cargo,Low,10,2,Low,Morning,Rain,215.7
2025-10-06,2025,10,Regular,JED,RUH,Domestic,EY5455,A320,129,1251.7,6.44,3,AKE,1,General Cargo,Low,4,2,Medium,Afternoon,Clear,100.6
2025-10-06,2025,10,Regular,JED,CAI,International,TK6539,B787-9,340,2626.7,26.29,6,PMC,2,E-commerce,Medium,10,3,High,Night,Clear,203.6
2025-10-06,2025,10,Regular,JED,SIN,International,EY6816,B787-9,321,1615.3,12.23,4,PMC,2,E-commerce,Low,12,1,Medium,Night,Fog,178.1
2025-10-06,2025,10,Regular,JED,SIN,International,EY2963,A330-300,177,6841.8,21.58,10,AKE,3,Fresh Produce,Medium,8,2,Medium,Morning,Storm,192.2
2025-10-06,2025,10,Regular,JED,DXB,International,EK5141,A330-300,394,11495.0,60.73,9,PMC,4,General Cargo,Low,13,2,Medium,Afternoon,Clear,262.3
2025-10-06,2025,10,Regular,JED,RUH,Domestic,SV5135,A321,123,5786.2,20.57,2,PLA,1,Fresh Produce,Medium,5,2,Medium,Afternoon,Clear,128.8
2025-10-06,2025,10,Regular,JED,DXB,International,SV7470,A321,142,3690.9,24.36,1,AKE,0,Dangerous Goods,High,7,2,Medium,Morning,Clear,115.4
2025-10-06,2025,10,Regular,JED,AMS,International,TK9349,B787-9,276,12008.4,33.48,7,PMC,4,Seafood,Medium,12,4,Medium,Afternoon,Clear,195.7
2025-10-06,2025,10,Regular,JED,RUH,Domestic,QR1971,B737-800,278,7418.2,20.55,6,PAG,4,General Cargo,Low,11,2,Medium,Afternoon,Clear,162.0
2025-10-06,2025,10,Regular,JED,RUH,Domestic,EY4437,A321,72,3311.8,16.54,4,AKE,0,General Cargo,Low,7,2,Medium,Night,Clear,54.4
2025-10-06,2025,10,Regular,JED,AMS,International,EK9569,B777F,326,13013.7,58.3,9,PAG,5,Seafood,High,12,4,High,Afternoon,Clear,234.3
2025-10-07,2025,10,Regular,JED,CAN,International,EK4983,B777F,294,9515.9,44.89,7,PMC,3,Fresh Produce,Medium,11,4,Medium,Afternoon,Clear,206.5
2025-10-07,2025,10,Regular,JED,KWI,International,QR2904,B777F,296,10660.1,34.29,6,PMC,3,General Cargo,Low,14,2,Low,Morning,Clear,201.1
2025-10-07,2025,10,Regular,JED,DMM,Domestic,GF7512,A320,139,3925.9,13.59,2,AKE,1,Electronics,Medium,5,1,Medium,Afternoon,Clear,129.7
2025-10-07,2025,10,Regular,JED,DOH,International,EK2359,A321,172,3461.0,26.17,6,AKE,2,Textiles,Low,11,2,Low,Afternoon,Clear,152.7
2025-10-07,2025,10,Regular,JED,KWI,International,EY2199,A330-300,347,2482.4,5.3,2,AKE,1,Mail,Low,12,1,Low,Morning,Clear,178.2
2025-10-07,2025,10,Regular,JED,IST,International,SV6749,B777F,399,16913.4,100.68,14,PMC,3,General Cargo,Medium,13,3,Low,Morning,Clear,336.3
2025-10-07,2025,10,Regular,JED,RUH,Domestic,SV7394,B737-800,267,18228.5,37.06,6,PMC,4,Automotive Parts,Low,10,3,Low,Night,Fog,227.8
2025-10-07,2025,10,Regular,JED,AUH,International,TK6837,A330-300,262,9555.9,36.92,7,AKE,2,Fresh Produce,Medium,8,2,Medium,Afternoon,Clear,208.3
2025-10-07,2025,10,Regular,JED,BAH,International,EK5445,A330-300,305,12798.4,42.4,7,AKE,3,Electronics,Medium,10,1,Medium,Morning,Fog,257.9
2025-10-07,2025,10,Regular,JED,DAC,International,EY1382,A330-300,319,659.3,5.78,5,AKE,2,Mail,Low,7,2,Low,Morning,Fog,211.0
2025-10-07,2025,10,Regular,JED,KUL,International,GF8883,A330-300,152,5166.7,30.84,6,AKE,2,Fresh Produce,Low,7,3,Medium,Night,Clear,134.1
2025-10-07,2025,10,Regular,JED,AUH,International,SV4410,B777F,206,9835.0,32.87,4,PLA,2,Pharmaceuticals,Medium,10,4,Medium,Night,Clear,167.2
2025-10-07,2025,10,Regular,JED,LHR,International,EY1401,B777F,243,7995.4,26.75,7,PLA,5,General Cargo,Low,12,4,Medium,Afternoon,Storm,189.0
2025-10-07,2025,10,Regular,JED,RUH,Domestic,TK6931,A320,218,3839.7,22.43,1,AKE,0,Dangerous Goods,High,5,1,High,Afternoon,Clear,154.0
2025-10-07,2025,10,Regular,JED,DMM,Domestic,TK6024,A321,175,8257.1,24.49,2,AKE,1,Live Animals,Medium,6,1,Medium,Night,Clear,162.3
2025-10-07,2025,10,Regular,JED,BAH,International,SV8198,A330-300,214,12695.2,28.73,4,PLA,1,Automotive Parts,Medium,10,3,Medium,Afternoon,Clear,154.5
2025-10-07,2025,10,Regular,JED,FRA,International,EY9125,B777F,395,1555.5,5.65,3,PAG,1,Mail,Low,8,2,Medium,Afternoon,Rain,196.2
2025-10-07,2025,10,Regular,JED,CAI,International,EK820,B787-9,218,7452.2,64.19,9,AKE,3,Textiles,Medium,11,4,Medium,Morning,Clear,157.3
2025-10-07,2025,10,Regular,JED,RUH,Domestic,EY2373,A321,168,4909.0,28.14,1,AKE,0,General Cargo,Low,4,2,High,Morning,Clear,90.4
2025-10-07,2025,10,Regular,JED,CAI,International,QR3406,B737-800,180,7272.7,25.67,4,PMC,1,Dangerous Goods,High,8,1,Medium,Afternoon,Clear,183.0
2025-10-07,2025,10,Regular,JED,LHR,International,SV959,B777F,284,4644.2,26.97,10,PMC,4,Fresh Produce,Medium,14,3,High,Night,Clear,196.1
2025-10-07,2025,10,Regular,JED,CDG,International,SV1398,A330-300,296,10116.7,51.57,7,PMC,4,General Cargo,Low,8,3,Low,Afternoon,Clear,195.0
2025-10-07,2025,10,Regular,JED,DMM,Domestic,SV942,A321,238,1157.7,6.89,1,AKE,0,E-commerce,Low,9,1,Low,Afternoon,Clear,127.4
2025-10-07,2025,10,Regular,JED,DEL,International,GF8993,B777F,281,14999.0,61.26,7,AKE,3,Dangerous Goods,High,12,4,Medium,Morning,Clear,238.9
2025-10-07,2025,10,Regular,JED,SIN,International,GF1963,A330-300,231,13446.5,99.71,12,PAG,4,Textiles,Medium,12,4,Medium,Morning,Rain,239.5
2025-10-07,2025,10,Regular,JED,DMM,Domestic,EK7538,B737-800,159,2269.5,5.8,1,AKE,0,Electronics,Medium,4,2,Medium,Afternoon,Clear,112.9
2025-10-07,2025,10,Regular,JED,DMM,Domestic,GF8961,A321,96,3652.9,24.41,5,AKE,2,General Cargo,Low,10,1,Medium,Afternoon,Clear,98.8
2025-10-07,2025,10,Regular,JED,CAI,International,EK2596,B777F,306,6169.4,17.22,5,PAG,1,General Cargo,Low,10,4,Medium,Morning,Clear,170.0
2025-10-07,2025,10,Regular,JED,KUL,International,QR7930,B777F,280,9160.2,94.83,11,PMC,3,Textiles,Medium,11,4,High,Night,Clear,199.5
2025-10-07,2025,10,Regular,JED,BAH,International,EK7883,A330-300,180,10436.1,68.42,10,PLA,4,Fresh Produce,Medium,11,2,Medium,Morning,Clear,218.4
2025-10-07,2025,10,Regular,JED,BOM,International,TK1033,B787-9,332,24099.4,45.94,7,PLA,3,Industrial Equipment,High,11,2,Low,Morning,Rain,311.1
2025-10-07,2025,10,Regular,JED,CAI,International,QR9409,B777F,326,8306.2,25.1,5,PMC,3,Seafood,Medium,7,5,High,Afternoon,Clear,200.8
2025-10-07,2025,10,Regular,JED,DMM,Domestic,SV1665,A321,116,1844.0,7.17,2,PMC,0,Dangerous Goods,Medium,7,1,Low,Night,Clear,152.9
2025-10-07,2025,10,Regular,JED,DMM,Domestic,SV7622,A321,163,3491.6,9.36,2,AKE,1,Electronics,Medium,7,2,High,Morning,Rain,111.4
2025-10-07,2025,10,Regular,JED,DAC,International,QR3289,A330-300,211,12105.7,36.04,4,AKE,1,Fresh Produce,Medium,9,3,Low,Night,Clear,166.3
2025-10-07,2025,10,Regular,JED,HKG,International,EY8069,B777F,300,33028.4,63.78,11,PMC,6,Automotive Parts,Medium,11,3,Medium,Night,Rain,326.3
2025-10-07,2025,10,Regular,JED,FRA,International,SV2322,A330-300,375,1515.0,20.59,4,AKE,0,E-commerce,Medium,7,1,Medium,Morning,Clear,205.8
2025-10-07,2025,10,Regular,JED,FRA,International,QR4915,B777F,326,10673.3,97.16,13,PMC,6,Textiles,Low,16,3,Medium,Afternoon,Clear,260.1
2025-10-07,2025,10,Regular,JED,KWI,International,TK9587,B787-9,343,10818.1,61.3,11,AKE,6,Dangerous Goods,High,12,4,High,Night,Clear,267.3
2025-10-07,2025,10,Regular,JED,CAN,International,EY5863,A330-300,232,3370.4,13.21,2,AKE,0,General Cargo,Low,11,2,Low,Night,Rain,144.5
2025-10-07,2025,10,Regular,JED,IST,International,SV1501,A321,156,872.6,5.0,1,PLA,0,Mail,Low,3,2,Medium,Morning,Clear,109.9
2025-10-07,2025,10,Regular,JED,CDG,International,GF1758,B737-800,158,3656.6,12.28,3,AKE,1,Pharmaceuticals,Medium,7,3,Low,Morning,Clear,125.5
2025-10-07,2025,10,Regular,JED,AUH,International,QR1887,B787-9,342,13111.3,62.02,6,AKE,3,Seafood,High,13,4,Low,Morning,Clear,249.4
2025-10-07,2025,10,Regular,JED,CAN,International,TK8070,B777F,384,3045.5,29.67,7,PLA,2,E-commerce,Medium,12,3,Low,Morning,Rain,244.2
2025-10-07,2025,10,Regular,JED,DXB,International,SV1276,B777F,421,1679.0,5.0,8,AKE,2,Mail,High,13,5,High,Afternoon,Clear,182.4
2025-10-07,2025,10,Regular,JED,RUH,Domestic,QR8930,B737-800,489,3507.7,31.47,7,PAG,3,E-commerce,Medium,9,4,Low,Morning,Clear,267.7
2025-10-07,2025,10,Regular,JED,KUL,International,TK8571,A330-300,243,8319.9,38.14,8,PMC,3,Electronics,Medium,12,3,Low,Morning,Fog,222.1
2025-10-07,2025,10,Regular,JED,KWI,International,GF2315,B777F,309,19838.1,68.36,12,PAG,2,Electronics,Medium,15,4,Medium,Morning,Clear,262.4
2025-10-08,2025,10,Regular,JED,DOH,International,SV4876,A330-300,266,10164.4,95.53,10,PMC,4,Textiles,Medium,10,4,Medium,Night,Rain,242.8
2025-10-08,2025,10,Regular,JED,IST,International,EK1941,B777F,320,15447.4,99.53,15,PMC,6,Seafood,High,13,5,Medium,Night,Clear,293.2
2025-10-08,2025,10,Regular,JED,FRA,International,SV9855,A330-300,269,23697.1,46.75,5,AKE,3,Automotive Parts,Medium,9,3,Medium,Morning,Clear,205.2
2025-10-08,2025,10,Regular,JED,BOM,International,TK6268,A330-300,271,4847.4,43.31,6,AKE,2,Textiles,Low,10,1,Medium,Afternoon,Rain,174.6
2025-10-08,2025,10,Regular,JED,BAH,International,TK375,B777F,360,17848.6,50.34,9,PAG,2,General Cargo,Low,10,3,Medium,Morning,Clear,243.6
2025-10-08,2025,10,Regular,JED,KWI,International,SV5723,A330-300,230,11503.2,36.84,7,PMC,3,General Cargo,Low,8,2,Medium,Afternoon,Clear,176.4
2025-10-08,2025,10,Regular,JED,BAH,International,QR7720,B777F,278,4893.0,17.47,6,PAG,2,Fresh Produce,Medium,10,2,Low,Night,Clear,192.2
2025-10-08,2025,10,Regular,JED,DMM,Domestic,EY9425,A321,126,3740.6,17.91,2,AKE,0,Dangerous Goods,High,5,2,Low,Morning,Clear,142.1
2025-10-08,2025,10,Regular,JED,AMS,International,QR9557,B787-9,327,12249.0,32.62,7,PMC,4,General Cargo,Low,13,3,Medium,Afternoon,Rain,216.6
2025-10-08,2025,10,Regular,JED,BOM,International,TK1427,B787-9,390,1487.0,14.88,7,AKE,4,E-commerce,Medium,12,2,Medium,Morning,Clear,205.1
2025-10-08,2025,10,Regular,JED,RUH,Domestic,EY8343,A320,116,1132.7,5.0,1,AKE,0,Pharmaceuticals,Medium,6,1,Low,Morning,Clear,127.7
2025-10-08,2025,10,Regular,JED,CDG,International,TK683,B777F,370,18826.7,154.46,21,AKE,11,Textiles,Low,15,4,Medium,Afternoon,Clear,341.7
2025-10-08,2025,10,Regular,JED,DMM,Domestic,EK7615,A321,88,3467.6,11.01,4,AKE,0,Seafood,Medium,4,1,Low,Afternoon,Clear,124.2
2025-10-08,2025,10,Regular,JED,DAC,International,EY7851,A330-300,269,11622.1,62.21,9,PMC,4,Electronics,Medium,13,3,Medium,Morning,Clear,215.3
2025-10-08,2025,10,Regular,JED,DAC,International,GF3735,B777F,326,36019.0,70.46,9,PMC,3,Industrial Equipment,High,10,3,Medium,Afternoon,Rain,329.4
2025-10-08,2025,10,Regular,JED,DMM,Domestic,SV1288,A320,120,1568.1,19.03,7,PMC,3,Textiles,Low,6,2,Medium,Afternoon,Clear,102.9
2025-10-08,2025,10,Regular,JED,DEL,International,SV3278,A330-300,256,29703.4,49.66,6,PLA,2,Automotive Parts,Medium,8,3,Medium,Night,Clear,270.5
2025-10-08,2025,10,Regular,JED,DOH,International,GF3921,A330-300,262,15061.5,58.24,10,AKE,4,Fresh Produce,Medium,10,3,Low,Night,Clear,243.2
2025-10-08,2025,10,Regular,JED,DOH,International,EK1227,A330-300,189,4977.0,23.39,9,PAG,4,General Cargo,Low,10,2,Low,Afternoon,Clear,177.1
2025-10-08,2025,10,Regular,JED,CAN,International,TK6348,A330-300,256,13986.2,58.96,8,PMC,2,General Cargo,Low,13,1,Low,Night,Fog,226.5
2025-10-08,2025,10,Regular,JED,RUH,Domestic,SV4899,A321,140,2992.1,17.09,3,AKE,1,Fresh Produce,Medium,7,2,Low,Night,Clear,150.0
2025-10-08,2025,10,Regular,JED,BAH,International,GF8935,B787-9,346,13190.1,110.5,13,AKE,8,Textiles,Medium,14,3,High,Night,Clear,263.1
2025-10-08,2025,10,Regular,JED,RUH,Domestic,TK5886,A320,259,3492.6,13.09,3,PMC,0,General Cargo,Low,8,1,Medium,Morning,Clear,146.3
2025-10-08,2025,10,Regular,JED,KWI,International,EY330,A321,233,4187.3,10.63,2,AKE,0,Fresh Produce,Medium,5,1,Low,Morning,Storm,205.0
2025-10-08,2025,10,Regular,JED,KWI,International,TK438,B777F,367,9987.5,111.48,13,PMC,4,Textiles,Medium,14,4,High,Night,Clear,264.3
2025-10-08,2025,10,Regular,JED,DMM,Domestic,GF1881,A320,87,2194.8,7.51,1,AKE,0,General Cargo,Low,3,1,Low,Afternoon,Clear,91.8
2025-10-08,2025,10,Regular,JED,BOM,International,EK5790,B787-9,372,2718.4,21.23,9,AKE,3,E-commerce,Low,10,3,Medium,Morning,Rain,208.8
2025-10-08,2025,10,Regular,JED,HKG,International,QR3082,B787-9,308,7924.7,23.95,5,PMC,3,General Cargo,Low,12,2,High,Morning,Clear,178.6
2025-10-08,2025,10,Regular,JED,DAC,International,QR6854,B787-9,465,3281.0,34.39,8,PLA,2,E-commerce,Medium,12,3,Medium,Night,Clear,265.0
2025-10-08,2025,10,Regular,JED,DEL,International,QR9984,B777F,346,5581.3,22.22,7,AKE,2,Pharmaceuticals,High,10,3,Medium,Morning,Clear,228.8
2025-10-08,2025,10,Regular,JED,RUH,Domestic,QR9638,A320,211,7254.1,71.92,9,PLA,6,Textiles,Low,12,2,Medium,Morning,Clear,191.4
2025-10-08,2025,10,Regular,JED,DEL,International,TK8693,A330-300,252,7297.8,22.58,4,PMC,3,Fresh Produce,Medium,10,3,Medium,Night,Clear,165.7
2025-10-08,2025,10,Regular,JED,KWI,International,EK4342,A330-300,195,10366.0,58.39,8,PLA,5,Seafood,Medium,9,3,Medium,Morning,Clear,213.3
2025-10-08,2025,10,Regular,JED,CDG,International,GF8254,B787-9,335,20041.2,93.13,10,PMC,3,General Cargo,Low,10,3,Low,Afternoon,Fog,280.4
2025-10-08,2025,10,Regular,JED,AMS,International,GF5119,B777F,470,3340.5,40.85,8,PAG,4,E-commerce,Medium,10,4,High,Night,Storm,249.3
2025-10-08,2025,10,Regular,JED,DEL,International,TK320,A330-300,227,4153.5,12.19,3,PAG,3,Dangerous Goods,High,6,2,Low,Morning,Clear,220.6
2025-10-08,2025,10,Regular,JED,FRA,International,EK4507,B787-9,278,8406.4,26.42,5,PMC,2,General Cargo,Low,11,2,Medium,Night,Storm,184.4
2025-10-08,2025,10,Regular,JED,DMM,Domestic,SV5796,A321,149,6637.7,17.89,1,AKE,0,Electronics,Medium,6,1,Low,Night,Rain,124.5
2025-10-08,2025,10,Regular,JED,BOM,International,EY3607,B777F,333,12064.1,77.74,9,PMC,4,Dangerous Goods,High,11,2,Low,Night,Clear,312.3
2025-10-08,2025,10,Regular,JED,DMM,Domestic,EK2640,A320,235,756.8,5.44,1,AKE,1,E-commerce,Medium,5,2,High,Night,Clear,112.1
2025-10-08,2025,10,Regular,JED,DAC,International,TK3740,A321,156,2754.2,10.34,2,PMC,1,Dangerous Goods,High,6,2,Medium,Afternoon,Clear,157.8
2025-10-08,2025,10,Regular,JED,DXB,International,TK9953,B777F,343,2251.2,27.2,7,PMC,4,E-commerce,Medium,8,2,Medium,Night,Fog,217.1
2025-10-08,2025,10,Regular,JED,CDG,International,EK7190,A321,103,7024.9,14.5,2,PMC,1,Automotive Parts,Low,6,2,Medium,Morning,Clear,119.6
2025-10-08,2025,10,Regular,JED,DOH,International,EY8688,A321,139,3209.4,21.63,3,PLA,1,Textiles,Low,6,1,High,Morning,Clear,119.3
2025-10-09,2025,10,Regular,JED,HKG,International,EY9093,A321,194,3093.4,13.1,2,AKE,0,General Cargo,Low,3,2,Medium,Morning,Rain,118.3
2025-10-09,2025,10,Regular,JED,DXB,International,SV6083,A330-300,392,17184.7,95.84,14,AKE,7,Electronics,Medium,14,4,Low,Afternoon,Clear,323.0
2025-10-09,2025,10,Regular,JED,RUH,Domestic,SV4416,A321,129,11064.1,25.48,3,PMC,0,Industrial Equipment,Medium,2,1,High,Morning,Clear,121.6
2025-10-09,2025,10,Regular,JED,RUH,Domestic,SV4588,A321,332,19120.1,61.25,6,AKE,3,Dangerous Goods,High,12,2,Medium,Afternoon,Clear,262.8
2025-10-09,2025,10,Regular,JED,KUL,International,GF7216,B787-9,421,3589.6,31.57,5,AKE,1,E-commerce,Medium,10,3,Low,Afternoon,Clear,220.1
2025-10-09,2025,10,Regular,JED,DMM,Domestic,EK5351,A321,169,4988.5,15.5,5,AKE,3,Pharmaceuticals,Medium,8,2,Low,Morning,Rain,165.6
2025-10-09,2025,10,Regular,JED,BAH,International,EK6675,B777F,476,11078.5,35.99,8,PMC,2,Valuable Cargo,High,14,2,Low,Morning,Clear,316.2
2025-10-09,2025,10,Regular,JED,IST,International,EK7558,B777F,288,18261.2,65.92,11,PMC,7,Seafood,Medium,15,3,High,Night,Clear,243.9
2025-10-09,2025,10,Regular,JED,CAI,International,GF1602,B787-9,306,13199.3,45.37,4,AKE,0,Electronics,Medium,9,3,Medium,Night,Clear,188.4
2025-10-09,2025,10,Regular,JED,SIN,International,GF2374,B787-9,324,944.4,8.7,6,AKE,2,E-commerce,Medium,11,2,Medium,Afternoon,Fog,203.5
2025-10-09,2025,10,Regular,JED,LHR,International,GF8103,A330-300,297,3845.9,18.89,5,AKE,2,Pharmaceuticals,Medium,11,2,Low,Morning,Clear,206.6
2025-10-09,2025,10,Regular,JED,DMM,Domestic,QR3548,A320,172,8944.3,60.31,9,PLA,4,Seafood,Medium,7,3,Medium,Night,Clear,199.9
2025-10-09,2025,10,Regular,JED,AUH,International,EK6005,B787-9,343,18143.8,60.15,10,AKE,2,Electronics,High,15,4,Medium,Morning,Clear,253.2
2025-10-09,2025,10,Regular,JED,CAN,International,GF2780,A330-300,247,20627.3,34.5,8,PMC,4,Automotive Parts,Low,8,3,Medium,Afternoon,Clear,207.6
2025-10-09,2025,10,Regular,JED,KWI,International,EK9936,A330-300,401,1880.1,20.53,5,AKE,0,E-commerce,Medium,7,3,Medium,Afternoon,Clear,201.2
2025-10-09,2025,10,Regular,JED,BAH,International,TK809,B777F,263,13331.1,109.05,16,PAG,5,Textiles,Low,14,5,Medium,Afternoon,Clear,260.6
2025-10-09,2025,10,Regular,JED,RUH,Domestic,SV8022,A320,185,4315.3,22.32,2,AKE,0,General Cargo,Low,5,2,Medium,Afternoon,Clear,119.4
2025-10-09,2025,10,Regular,JED,HKG,International,QR1014,B737-800,135,2015.0,5.08,2,AKE,0,General Cargo,Low,6,3,Medium,Night,Clear,79.0
2025-10-09,2025,10,Regular,JED,IST,International,QR5372,B737-800,127,5057.1,25.11,2,AKE,0,General Cargo,Low,4,1,Medium,Night,Clear,109.2
2025-10-09,2025,10,Regular,JED,CAI,International,SV4100,A330-300,260,11223.8,34.94,6,PMC,4,Seafood,Medium,10,3,Medium,Afternoon,Clear,218.6
2025-10-09,2025,10,Regular,JED,BOM,International,SV9361,A321,151,3987.6,13.38,4,PMC,1,General Cargo,Low,6,1,Low,Night,Rain,154.1
2025-10-09,2025,10,Regular,JED,DMM,Domestic,EY6536,A320,263,19898.4,37.2,6,AKE,2,Industrial Equipment,Medium,12,3,Low,Morning,Clear,225.3
2025-10-09,2025,10,Regular,JED,DXB,International,QR5936,B777F,468,2669.6,31.63,6,PMC,4,E-commerce,Medium,14,4,Medium,Morning,Clear,238.3
2025-10-09,2025,10,Regular,JED,CDG,International,GF5858,B777F,330,7969.2,27.13,8,PMC,5,Fresh Produce,High,12,3,High,Morning,Clear,211.2
2025-10-09,2025,10,Regular,JED,FRA,International,GF6533,B777F,499,3312.0,40.19,7,PAG,3,E-commerce,Medium,10,3,Low,Night,Rain,299.1
2025-10-09,2025,10,Regular,JED,CAI,International,EK8885,B787-9,233,3536.3,35.49,5,AKE,3,Textiles,Low,10,1,Low,Night,Clear,183.1
2025-10-09,2025,10,Regular,JED,AMS,International,GF649,A330-300,194,11138.7,64.47,8,PLA,2,General Cargo,Low,10,3,Low,Afternoon,Clear,187.9
2025-10-09,2025,10,Regular,JED,DMM,Domestic,EY886,A320,191,1247.0,10.5,2,AKE,1,E-commerce,Low,9,2,High,Afternoon,Clear,95.3
2025-10-09,2025,10,Regular,JED,KWI,International,QR7251,B777F,373,2996.1,17.17,6,AKE,2,Mail,Medium,10,2,Medium,Afternoon,Clear,215.4
2025-10-09,2025,10,Regular,JED,DOH,International,EK3929,B777F,279,16685.5,60.18,8,PAG,2,Valuable Cargo,High,11,3,Low,Afternoon,Storm,301.6
2025-10-09,2025,10,Regular,JED,SIN,International,GF4505,B777F,332,32610.5,63.15,12,PMC,4,Automotive Parts,Medium,14,3,Medium,Afternoon,Clear,299.8
2025-10-09,2025,10,Regular,JED,FRA,International,EY4777,A330-300,280,14805.4,78.25,9,AKE,2,Fresh Produce,High,10,3,Low,Morning,Fog,278.8
2025-10-09,2025,10,Regular,JED,KUL,International,GF5926,B777F,345,13969.0,39.85,7,AKE,3,Electronics,High,12,2,Low,Afternoon,Storm,275.9
2025-10-09,2025,10,Regular,JED,RUH,Domestic,TK7664,A321,141,1494.2,10.18,1,AKE,0,General Cargo,Low,3,2,Medium,Afternoon,Clear,90.2
2025-10-09,2025,10,Regular,JED,SIN,International,EY8221,B777F,298,26121.4,41.86,9,PMC,4,Industrial Equipment,Medium,11,3,High,Afternoon,Clear,253.5
2025-10-09,2025,10,Regular,JED,FRA,International,EK8938,B777F,284,6779.4,21.02,8,PMC,3,Dangerous Goods,High,12,2,Medium,Night,Clear,229.5
2025-10-10,2025,10,Regular,JED,BOM,International,EY245,A330-300,243,14117.1,45.54,8,PMC,4,Fresh Produce,Medium,9,2,Medium,Morning,Clear,229.3
2025-10-10,2025,10,Regular,JED,HKG,International,GF1396,B777F,360,36922.5,60.5,7,PLA,2,Industrial Equipment,High,14,3,Medium,Afternoon,Fog,317.3
2025-10-10,2025,10,Regular,JED,CDG,International,GF4089,B787-9,272,16650.0,57.84,10,AKE,4,General Cargo,Low,13,3,Medium,Morning,Clear,210.0
2025-10-10,2025,10,Regular,JED,KUL,International,EY3285,A330-300,271,13002.8,68.94,8,AKE,1,Electronics,Medium,13,3,Medium,Morning,Clear,202.7
2025-10-10,2025,10,Regular,JED,SIN,International,QR1089,B777F,330,20105.9,160.05,18,AKE,9,Textiles,Medium,18,6,High,Morning,Rain,304.5
2025-10-10,2025,10,Regular,JED,KUL,International,SV9487,B777F,341,14401.2,87.5,11,AKE,6,Pharmaceuticals,High,13,4,Low,Night,Clear,279.0
2025-10-10,2025,10,Regular,JED,DXB,International,TK3930,A330-300,227,3221.0,14.61,6,PAG,0,General Cargo,Low,10,1,Medium,Afternoon,Clear,146.5
2025-10-10,2025,10,Regular,JED,CAI,International,EK3510,B787-9,255,15200.9,43.61,6,AKE,2,Pharmaceuticals,Medium,13,2,Medium,Night,Fog,221.9
2025-10-10,2025,10,Regular,JED,BOM,International,EK844,B777F,280,4874.6,25.44,8,PMC,4,Fresh Produce,Medium,11,2,Medium,Night,Clear,223.6
2025-10-10,2025,10,Regular,JED,LHR,International,EY1475,B737-800,163,5906.1,58.87,4,AKE,2,Textiles,Low,4,1,Low,Night,Clear,150.0
2025-10-10,2025,10,Regular,JED,DEL,International,TK5482,A321,151,1508.0,5.0,2,AKE,3,General Cargo,Low,6,2,Medium,Afternoon,Clear,91.4
2025-10-10,2025,10,Regular,JED,KUL,International,TK1856,B777F,323,17013.1,49.61,8,PMC,3,Fresh Produce,Medium,11,2,Low,Afternoon,Clear,255.9
2025-10-10,2025,10,Regular,JED,DXB,International,EK7000,A330-300,387,1071.2,12.29,3,PLA,2,E-commerce,Medium,9,2,Medium,Morning,Clear,195.8
2025-10-10,2025,10,Regular,JED,KWI,International,QR5507,A330-300,296,13244.4,50.63,8,PMC,3,General Cargo,Low,9,1,Low,Afternoon,Rain,234.6
2025-10-10,2025,10,Regular,JED,RUH,Domestic,TK3751,A321,232,5152.3,31.39,5,AKE,1,General Cargo,Low,9,4,High,Night,Rain,125.4
2025-10-10,2025,10,Regular,JED,DMM,Domestic,TK6554,B737-800,196,5069.2,26.97,2,AKE,0,Pharmaceuticals,Medium,8,3,High,Afternoon,Clear,125.0
2025-10-10,2025,10,Regular,JED,DMM,Domestic,EK7257,A321,316,31329.2,66.7,8,AKE,3,Automotive Parts,Medium,13,2,Medium,Night,Clear,275.2
2025-10-10,2025,10,Regular,JED,DEL,International,TK7390,B777F,271,17800.9,60.0,10,PAG,5,Valuable Cargo,High,14,2,Medium,Night,Rain,272.6
2025-10-10,2025,10,Regular,JED,CAI,International,GF9897,A321,125,3062.4,21.33,2,AKE,1,Valuable Cargo,Medium,8,1,Medium,Afternoon,Clear,158.0
2025-10-10,2025,10,Regular,JED,DXB,International,EY5591,B787-9,305,5928.5,66.69,8,PMC,2,Textiles,Medium,11,2,High,Morning,Clear,210.6
2025-10-10,2025,10,Regular,JED,RUH,Domestic,EY1594,A320,234,1385.0,16.73,5,AKE,1,E-commerce,Medium,8,1,Medium,Afternoon,Clear,140.8
2025-10-10,2025,10,Regular,JED,LHR,International,GF5671,B787-9,263,8459.2,35.77,6,PAG,1,General Cargo,Low,10,3,Medium,Night,Clear,160.9
